Name	Day	Start time	End time	Week pattern	Location	Room Size	Class Size	Staff	Department
LAWU9EU.S#	Thursday	09:05	10:55	1-6, 8-12	C.2B38	28	20	Jacopo Martire	ARHLPH_Law
LAWU9IH.S/01	Tuesday	11:05	12:55	1-6, 8-12	C.2B48	28	20	Ioana Cismas	ARHLPH_Law
LAWU9IH.S/02	Thursday	11:05	12:55	1-6, 8-12	C.2B38	28	20	Ioana Cismas	ARHLPH_Law
LAWU9IH.S/03	Thursday	14:05	15:55	1-6, 8-12	C.2B76	30	20	Ioana Cismas	ARHLPH_Law
LAWU9IH.S/04	Thursday	16:05	17:55	1-6, 8-12	C.4W5	24	20	Ioana Cismas	ARHLPH_Law
LAWU9IL.S#	Tuesday	16:05	17:55	1, 3-6, 8-12	P.C1	30	28	Belen Olmos Giupponi	ARHLPH_Law
LAWU9IL.S#	Tuesday	16:05	17:55	2	C.2A19	30	24		ARHLPH_Law
LAWU9IP.S/01	Tuesday	09:05	10:55	1-6, 8-12	C.4W4	24	24	Alison Green	ARHLPH_Law
LAWU9IP.S/02	Tuesday	14:05	15:55	1-6, 8-12	C.3V2	34	24	Thomas Margoni	ARHLPH_Law
LAWU9IP.S/03	Wednesday	10:05	11:55	1-6, 8-12	C.4B134	36	24	Thomas Margoni	ARHLPH_Law
LAWU9IP.S/04	Wednesday	12:05	13:55	1-6, 8-12	C.2B76	30	24	Thomas Margoni	ARHLPH_Law
LAWU9L1.L#	Thursday	10:05	10:55	2-6, 8-12	C.LTLogie	350	325	Tikus Little	ARHLPH_Law
LAWU9L1.L#	Tuesday	14:05	14:55	2-6, 8-12	C.LTLogie	350	325		ARHLPH_Law
LAWU9L1.S/01	Tuesday	10:05	10:55	3-6, 8-11	C.2A11	26	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/02	Tuesday	12:05	12:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/03	Thursday	15:05	15:55	3-6, 8-11	C.2A19	30	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/04	Thursday	12:05	12:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/05	Thursday	16:05	16:55	3-6, 8-11	C.2B48	28	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/06	Tuesday	13:05	13:55	3-6, 8-11	C.4W6	24	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/07	Thursday	09:05	09:55	3-6, 8-11	C.4W1	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/08	Thursday	17:05	17:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/09	Tuesday	09:05	09:55	3-6, 8-11	C.2B38	28	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/10	Tuesday	17:05	17:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/11	Thursday	14:05	14:55	3-6, 8-11	C.2B48	28	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/12	Tuesday	11:05	11:55	3-6, 8-11	C.3V2	34	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/13	Thursday	13:05	13:55	3-6, 8-11	C.2X6	32	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/14	Tuesday	15:05	15:55	3-6, 8-11	C.2B38	28	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/15	Tuesday	16:05	16:55	3-6, 8-11	C.4W6	24	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/16	Wednesday	09:05	09:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/17	Wednesday	11:05	11:55	3-6, 8-11	C.4W1	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/18	Wednesday	12:05	12:55	3-6, 8-11	C.4W1	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/19	Wednesday	15:05	15:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/20	Wednesday	14:05	14:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/21	Wednesday	16:05	16:55	3-6, 8-11	C.2V3	20	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9L1.S/22	Wednesday	10:05	10:55	8	C.2A19	30	20		ARHLPH_Law
LAWU9L1.S/22	Wednesday	10:05	10:55	3-6, 9-11	C.2B88	30	20	Sarah-Jane McCormick	ARHLPH_Law
LAWU9LD.L#	Thursday	14:05	14:55	01-Mar	P.D3	54	54	Fraser Davidson	ARHLPH_Law
LAWU9LP.S/01	Tuesday	09:05	09:55	1-6, 8-12	C.4W3	20	20	Jacopo Martire	ARHLPH_Law
LAWU9LP.S/02	Tuesday	10:05	10:55	1-3, 5-6, 8-12	C.2W5*	20	20	Jacopo Martire	ARHLPH_Law
LAWU9LP.S/02	Tuesday	10:05	10:55	4	C.2B129#	30	20		ARHLPH_Law
LAWU9LP.S/03	Tuesday	11:05	11:55	1-6, 8-12	C.4W3	20	20	Jacopo Martire	ARHLPH_Law
LAWU9LP.S/04	Tuesday	13:05	13:55	1-6, 8-12	C.4W5	24	20	Jacopo Martire	ARHLPH_Law
LAWU9LP.S/05	Tuesday	14:05	14:55	1-6, 8-12	C.2B38	28	20	Jacopo Martire	ARHLPH_Law
LAWU9LP.S/06	Tuesday	15:05	15:55	1-6, 8-12	C.4W2	24	20	Jacopo Martire	ARHLPH_Law
LAWU9PD.S/01	Friday	10:05	10:55	1-6, 8-12	C.4W3	20	20	Hannah Donaldson	ARHLPH_Law
LAWU9PD.S/02	Friday	13:05	13:55	1-6, 8-12	P.D2*	20	20	Hannah Donaldson	ARHLPH_Law
LAWU9PD.S/03	Friday	15:05	15:55	1-6, 8-12	C.2B46	20	20	Hannah Donaldson	ARHLPH_Law
LAWU9RM.S/01	Monday	10:05	11:55	1-6, 8-12	C.2B87	48	30	Hong-Lin Yu	ARHLPH_Law
LAWU9RM.S/02	Monday	13:05	14:55	1-6, 8-12	C.2A19	30	30	Hong-Lin Yu	ARHLPH_Law
LAWU9RM.S/03	Monday	16:05	17:55	1-6, 8-12	C.2A19	30	30	Hong-Lin Yu	ARHLPH_Law
LAWU9ST.S#	Thursday	16:05	17:55	1-6, 8-12	C.4W3	20	20	Jacopo Martire	ARHLPH_Law
LEIU9LM.L#	Monday	12:05	12:55	2-6, 8-12	C.LT2V1	142	120	Ken Thomson/Gary Sinclair	MGTMKR UG
LEIU9LM.L#	Thursday	16:05	16:55	1-6, 8-12	C.LT2V1	142	120	Gary Sinclair/Ken Thomson	MGTMKR UG
LEIU9LM.S/01	Monday	10:05	10:55	3-6, 8-11	C.4W3	20	20	Ken Thomson	MGTMKR UG
LEIU9LM.S/02	Monday	14:05	14:55	3-6, 8-11	C.2A11	26	20	Ken Thomson	MGTMKR UG
LEIU9LM.S/03	Monday	16:05	16:55	3-6, 8-11	C.2A11	26	20	Gary Sinclair	MGTMKR UG
LEIU9LM.S/04	Tuesday	09:05	09:55	3-6, 8-11	C.2V2	30	20	Ken Thomson	MGTMKR UG
LEIU9LM.S/05	Thursday	12:05	12:55	3-6, 8-11	C.2X6	32	20	Ken Thomson	MGTMKR UG
LEIU9LM.S/06	Friday	15:05	15:55	3-6, 8-11	C.2V3	20	20	Ken Thomson	MGTMKR UG
LINU911.L#	Monday	13:05	13:55	2-6, 8-12	P.PLT	210	135	Andrew Smith/Stephen Penn	ARHLTL_English
LINU911.L#	Tuesday	16:05	16:55	1-6, 8-12	C.LTB4	179	112	Andrew Smith/Stephen Penn	ARHLTL_English
LINU911.S/01	Wednesday	11:05	11:55	1-6, 8-12	C.2A9	26	18	Tessa Carroll	ARHLTL_English
LINU911.S/02	Wednesday	12:05	12:55	1-6, 8-12	C.2A9	26	18	Tessa Carroll	ARHLTL_English
LINU911.S/03	Thursday	11:05	11:55	1-6, 8-12	P.D2*	20	18	TA	ARHLTL_English
LINU911.S/04	Thursday	12:05	12:55	1-6, 8-12	P.D3	54	18	TA	ARHLTL_English
LINU911.S/05	Thursday	17:05	17:55	1-6, 8-12	C.3B129*	28	18	TA	ARHLTL_English
LINU911.S/06	Friday	09:05	09:55	1-6, 8-12	C.2B44	20	18	TA	ARHLTL_English
LINU911.S/07	Friday	12:05	12:55	1-6, 8-12	P.D1	54	18	TA	ARHLTL_English
LINU911.S/08	Friday	17:05	17:55	1-6, 8-12	P.D2*	20	18	TA	ARHLTL_English
LINU911.S#	Wednesday	14:05	14:55	4	C.LT2V1	142	135		ARHLTL_English
LINU9L3.L#	Monday	11:05	11:55	1-6, 8-12	C.LTW1	94	80	Andrew Smith	ARHLTL_English
LINU9L3.L#	Tuesday	10:05	10:55	1-6, 8-12	C.LTA5	92	57	Andrew Smith	ARHLTL_English
LINU9L3.S/01	Wednesday	10:05	10:55	1-6, 8-12	C.2W5*	20	20	Andrew Smith	ARHLTL_English
LINU9L3.S/02	Wednesday	11:05	11:55	1-6, 8-12	C.2W5*	20	20	Andrew Smith	ARHLTL_English
LINU9L3.S/03	Thursday	10:05	10:55	1-6, 8-12	C.2W5*	20	20	Andrew Smith	ARHLTL_English
LINU9L3.S/04	Thursday	11:05	11:55	1-6, 8-12	C.2W5*	20	20	Andrew Smith	ARHLTL_English
LLBU9AP.L#	Friday	11:05	11:55	01-Jun	C.3X11	16	10	Tikus Little	ARHLPH_Law
LLBU9AP.S#	Thursday	16:05	16:55	1-2, 6, 8, 11	C.2B40*	12	10	Tikus Little	ARHLPH_Law
LLBU9C1.L#	Friday	10:05	10:55	1-6, 8-12	C.LTA5	92	67	Lorraine Wilson/Tikus Little	ARHLPH_Law
LLBU9C1.L#	Wednesday	10:05	10:55	1-6, 8-12	C.LTA5	92	67	Lorraine Wilson/Tikus Little	ARHLPH_Law
LLBU9C1.S/01	Thursday	15:05	15:55	1-6, 8-12	C.4W3	20	20	Lorraine Wilson	ARHLPH_Law
LLBU9C1.S/02	Thursday	16:05	16:55	1-6, 8-12	C.2B76	30	20	Lorraine Wilson	ARHLPH_Law
LLBU9C1.S/03	Friday	11:05	11:55	1-6, 8-12	C.4W3	20	20	Lorraine Wilson	ARHLPH_Law
LLBU9C1.S/04	Friday	16:05	16:55	1-6, 8-12	C.4W1	20	20	Lorraine Wilson	ARHLPH_Law
LLBU9CO.L#	Tuesday	11:05	12:55	2-6, 8-12	C.LTB4	179	50	Alison Green/Tikus Little	ARHLPH_Law
LLBU9CO.S/01	Thursday	09:05	09:55	1-6, 8-12	C.4W4	24	20		ARHLPH_Law
LLBU9CO.S/02	Thursday	12:05	12:55	2-6, 8-12	C.2B44	20	20		ARHLPH_Law
LLBU9CO.S/04	Thursday	11:05	11:55	2-6, 8-12	C.2B76	30	20		ARHLPH_Law
LLBU9DE.L#	Thursday	13:05	14:55	2-6, 8-12	C.LTA5	92	48		ARHLPH_Law
LLBU9DE.S/01	Thursday	17:05	17:55	2-6, 8-12	C.2B46	20	20		ARHLPH_Law
LLBU9DE.S/02	Friday	11:05	11:55	2-6, 8-12	C.2V2	30	20		ARHLPH_Law
LLBU9DE.S/03	Friday	16:05	16:55	2-6, 8-12	P.D3	54	20	Tikus Little	ARHLPH_Law
LLBU9EV.L#	Monday	11:05	11:55	1-6, 8-12	C.LT2V1	142	80	Fraser Davidson	ARHLPH_Law
LLBU9EV.L#	Thursday	11:05	11:55	1-6, 8-12	C.LTA5	92	53	Fraser Davidson	ARHLPH_Law
LLBU9EV.S/01	Friday	12:05	12:55	2-6, 8-12	C.2A9	26	20		ARHLPH_Law
LLBU9EV.S/02	Friday	15:05	15:55	2-6, 8-12	P.D3	54	20		ARHLPH_Law
LLBU9EV.S/03	Friday	16:05	16:55	2-6, 8-12	C.2V3	20	20		ARHLPH_Law
LLBU9PL.S/01	Monday	09:05	09:55	2-6, 8-12	C.4W3	20	20	Gavin Little/Jacopo Martire	ARHLPH_Law
LLBU9PL.S/02	Monday	11:05	11:55	2-6, 8-12	C.4W5	24	20	Gavin Little/Jacopo Martire	ARHLPH_Law
LLBU9PL.S/03	Monday	12:05	12:55	2-6, 8-12	C.4W5	24	20	Gavin Little/Jacopo Martire	ARHLPH_Law
LLBU9PL.S/04	Monday	14:05	14:55	2-6, 8-12	C.2X6	32	20	Jacopo Martire/Gavin Little	ARHLPH_Law
LLBU9PR.L#	Friday	13:05	14:55	1-6, 8-12	P.LTA96	75	67	Tikus Little	ARHLPH_Law
LLBU9PR.S/01	Wednesday	12:05	12:55	2-6, 8-12	C.2B42	20	20	Tikus Little	ARHLPH_Law
LLBU9PR.S/02	Thursday	12:05	12:55	2-6, 8-12	C.2B42	20	20	Tikus Little	ARHLPH_Law
LLBU9PR.S/03	Thursday	17:05	17:55	2-6, 8-12	C.4W1	20	20	Tikus Little	ARHLPH_Law
LTHP100.S#	Wednesday	13:30	16:30	2-3, 5-6	C.3B129*	28	20		US/ADMCAP
MANU9BA.CL#	Friday	13:05	14:55	6, 10-11	C.2Y8	34	30	Gerry Edgar	MGTMWO UG
MANU9BA.L#	Friday	12:05	12:55	1-6, 8-11	C.3V2	34	22	Gerry Edgar	MGTMWO UG
MANU9BA.L#	Tuesday	11:05	11:55	1-6, 8-11	C.4W5	24	22	Gerry Edgar	MGTMWO UG
MANU9BA.S#	Friday	13:05	14:55	03-May	C.2B85#	60	22		MGTMWO UG
MANU9IM.L#	Thursday	10:05	10:55	1-6, 8-12	C.LT2V1	142	35	Gerry Edgar	MGTMWO UG
MANU9IM.L#	Tuesday	13:05	13:55	1-6, 8-12	C.3V2	34	30	Gerry Edgar	MGTMWO UG
MANU9IM.S/01	Thursday	16:05	17:55	1-6, 8-12	C.2B84#	70	18	Gerry Edgar	MGTMWO UG
MANU9IM.S/02	Friday	10:05	11:55	3-6, 8-12	C.3B129*	28	18	Gerry Edgar	MGTMWO UG
MANU9L5.L#	Monday	13:05	14:55	1-6, 8-12	C.LT2V1	142	94	Belgin Okay-Somerville/Christine Wilson	MGTMWO UG
MANU9L5.S/01	Tuesday	15:05	16:55	4, 6	C.2B129#	30	26	Christine Wilson	MGTMWO UG
MANU9L5.S/01	Tuesday	15:05	16:55	9, 11	C.2V2	30	0		MGTMWO UG
MANU9L5.S/01	Tuesday	16:05	17:55	2	C.2B48	28	26		MGTMWO UG
MANU9L5.S/02	Wednesday	14:05	15:55	2, 4, 6, 9, 11	C.2B121#	36	26	Christine Wilson	MGTMWO UG
MANU9L5.S/03	Thursday	10:05	11:55	9, 11	C.2B129#	30	24	Christine Wilson	MGTMWO UG
MANU9L5.S/03	Thursday	10:05	11:55	2, 4, 6	C.4W2	24	24		MGTMWO UG
MANU9M7.CL#	Monday	10:05	11:55	1-6, 8-12	C.2B43	21	18		MGTMWO UG
MANU9M7.CL#	Monday	13:05	13:55	5	C.1A13	34	18	John Bowers	MGTMWO UG
MANU9M7.CL#	Thursday	14:05	14:55	5-6, 8	C.2A21	30	18		MGTMWO UG
MANU9M7.L#	Monday	13:05	13:55	3-4, 6, 8-12	C.3B147#	18	18	John Bowers	MGTMWO UG
MANU9M7.L#	Thursday	14:05	14:55	1-4, 9-11	C.3B147#	18	18		MGTMWO UG
MANU9M7.S#	Monday	10:05	11:55	1-6, 8-12	C.3B147#	18	18		MGTMWO UG
MATU9D1.L#	Friday	09:05	09:55	1-6, 8-12	C.LTB3	112	100		NATCSM M
MATU9D1.L#	Monday	14:05	14:55	2-6, 8-12	C.LTB4	179	100	Donald Smith/Jessica Enright	NATCSM M
MATU9D1.L#	Tuesday	09:05	09:55	1-6, 8-12	C.LTB3	112	100	Donald Smith/Jessica Enright	NATCSM M
MATU9D1.L#	Tuesday	13:05	13:55	1-6, 8-12	C.LTA4	237	100	Donald Smith/Jessica Enright	NATCSM M
MATU9D1.S/01	Monday	11:05	12:30	2-6, 8-12	C.4X4	14	12	Jessica Enright	NATCSM M
MATU9D1.S/02	Monday	12:05	13:30	2-6, 8-12	C.4X2	20	12	Donald Smith	NATCSM M
MATU9D1.S/03	Monday	16:05	17:30	2-6, 8-12	C.4X4	14	12	Jessica Enright	NATCSM M
MATU9D1.S/04	Tuesday	11:30	12:55	2-6, 8-12	C.4X2	20	12	Jessica Enright	NATCSM M
MATU9D1.S/05	Wednesday	11:30	12:55	2-6, 8-12	C.4X2	20	12	Jessica Enright	NATCSM M
MATU9D1.S/06	Thursday	10:05	11:30	2-6, 8-12	C.4X2	20	12	Jessica Enright	NATCSM M
MATU9D1.S/07	Thursday	11:30	12:55	2-6, 8-12	C.4X4	14	12	Jessica Enright	NATCSM M
MATU9D1.S/08	Thursday	15:30	16:55	2-6, 8-12	C.4X2	20	12	Jessica Enright	NATCSM M
MATU9D1.S/09	Friday	12:05	13:30	2-6, 8-12	C.4X4	14	12	Jessica Enright	NATCSM M
MATU9D1.S/10	Friday	13:30	14:55	2-6, 8-12	C.4X4	14	12	Jessica Enright	NATCSM M
MATU9D1.S/11	Friday	15:05	16:30	2-6, 8-12	C.4X4	14	12	Jessica Enright	NATCSM M
MATU9KA.L#	Thursday	12:05	12:55	1-6, 8-12	C.LTB3	112	42	Penny Jackson	NATCSM M
MATU9KA.L#	Tuesday	09:05	09:55	1-6, 8-12	C.LTA5	92	40	Penny Jackson	NATCSM M
MATU9KA.L#	Tuesday	17:05	17:55	1-6, 8-12	C.LTW1	94	40	Penny Jackson	NATCSM M
MATU9KA.S/01	Tuesday	10:30	11:55	1-6, 8-12	C.4W6	24	15	Penny Jackson	NATCSM M
MATU9KA.S/02	Wednesday	10:05	11:30	1-6, 8-12	C.2B48	28	15	Penny Jackson	NATCSM M
MATU9KA.S/05	Thursday	16:05	17:30	1-6, 8-12	C.4W6	24	15	Penny Jackson	NATCSM M
MATU9LA.L#	Monday	14:05	14:55	1-6, 8-12	C.2B87	48	48	Adam Kleczkowski	NATCSM M
MATU9LA.L#	Thursday	09:05	09:55	1-6, 8-12	C.LT2V1	142	40	Adam Kleczkowski	NATCSM M
MATU9LA.L#	Thursday	14:05	14:55	1-6, 8-12	C.LT2V1	142	36	Adam Kleczkowski	NATCSM M
MATU9LA.S/01	Monday	09:05	10:30	1-6, 8-12	C.4X4	14	14	Adam Kleczkowski	NATCSM M
MATU9LA.S/02	Thursday	10:05	11:30	1-6, 8-12	C.4X4	14	14	Adam Kleczkowski	NATCSM M
MATU9LA.S/03	Thursday	15:05	16:30	1-6, 8-12	C.4X4	14	14	Adam Kleczkowski	NATCSM M
MATU9LA.S/04	Friday	10:30	11:55	1-6, 8-12	C.4X4	14	14	Adam Kleczkowski	NATCSM M
MATU9M1.L#	Monday	09:05	09:55	2-6, 8-12	C.LTA3	240	100		NATCSM M
MATU9M1.L#	Thursday	09:05	09:55	1-6, 8-12	C.LTB4	179	100		NATCSM M
MATU9M1.L#	Thursday	13:05	13:55	1-6, 8-12	C.LT2V1	142	100		NATCSM M
MATU9M1.L#	Tuesday	14:05	14:55	1-6, 8-12	C.LTA4	237	100		NATCSM M
MATU9M1.S/01	Monday	10:05	11:30	2-6, 8-12	C.4X2	20	14		NATCSM M
MATU9M1.S/02	Monday	14:05	15:30	2-6, 8-12	C.4X4	14	14		NATCSM M
MATU9M1.S/03	Tuesday	09:05	10:30	2-6, 8-12	C.4X4	14	14		NATCSM M
MATU9M1.S/04	Tuesday	11:05	12:30	2-6, 8-12	C.4X4	14	14		NATCSM M
MATU9M1.S/05	Wednesday	10:05	11:30	2-6, 8-12	C.4X4	14	14		NATCSM M
MATU9M1.S/06	Friday	10:30	11:55	2-6, 8-12	C.4X2	20	14		NATCSM M
MATU9M1.S/07	Friday	14:05	15:30	2-6, 8-12	C.4W5	24	14		NATCSM M
MATU9M3.L#	Monday	10:05	10:55	1-6, 8-12	C.LT2V1	142	60	Donald Smith	NATCSM M
MATU9M3.L#	Thursday	11:05	11:55	1-6, 8-12	C.LTW1	94	60	Donald Smith/Penny Jackson	NATCSM M
MATU9M3.L#	Tuesday	13:05	13:55	1-6, 8-12	C.LTW1	94	50	Donald Smith/Penny Jackson	NATCSM M
MATU9M3.L#	Wednesday	09:05	09:55	1-6, 8-12	C.2B85#	60	60	Penny Jackson	NATCSM M
MATU9M3.S/01	Monday	15:05	16:30	1-6, 8-12	C.4B134	36	15		NATCSM M
MATU9M3.S/02	Monday	16:30	17:55	1-6, 8-12	C.4W2	24	15		NATCSM M
MATU9M3.S/03	Wednesday	11:30	12:55	1-6, 8-12	C.2B48	28	15		NATCSM M
MATU9M3.S/04	Thursday	14:05	15:30	1-6, 8-12	C.4X2	20	15		NATCSM M
MATU9MA.L#	Friday	11:05	11:55	1-6, 8-12	C.LTA5	92	60	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.L#	Thursday	10:05	10:55	1-6, 8-12	C.LTA5	92	44	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.L#	Tuesday	12:05	12:55	1-6, 8-12	C.2B85#	60	60	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.S/01	Monday	13:30	14:55	2-6, 8-12	C.4X2	20	16	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.S/02	Tuesday	10:05	11:30	2-6, 8-12	C.4X2	20	16	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.S/03	Friday	09:05	10:30	2-6, 8-12	C.4X2	20	16	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.S/04	Friday	12:05	13:30	2-6, 8-12	C.4X2	20	16	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9MA.S/05	Friday	14:05	15:30	2-6, 8-12	C.4X2	20	16	Andrew Hoyle/Rachel Norman	NATCSM M
MATU9RP.CL#	Tuesday	13:05	14:55	1-6, 8-12	C.4X2	20	20	Kate Howie/Rachel Norman	NATCSM M
MBM.CL#	Thursday	14:05	16:30	4	C.1A11	60	25		}MBM
MBM.L#	Friday	09:05	17:55	01-Feb	C.2A13	56	40		}MBM
MBM.L#	Friday	09:05	17:55	6	C.2A13	56	40		}MBM
MBM.L#	Monday	09:05	17:55	01-Feb	C.2A13	56	40		}MBM
MBM.L#	Thursday	09:05	17:55	6	C.2A13	56	40		}MBM
MBM.L#	Thursday	09:05	17:55	1	C.2A13	56	40		}MBM
MBM.L#	Tuesday	09:05	17:55	01-Feb	C.2A13	56	40		}MBM
MBM.L#	Tuesday	09:05	17:55	6	C.2A13	56	40		}MBM
MBM.L#	Wednesday	09:05	12:55	6	C.2A13	56	40		}MBM
MBM.L#	Wednesday	09:05	12:55	01-Feb	C.2A13	56	40		}MBM
MCCPP07.S#	Monday	15:05	15:55	2-6, 8-12	P.D2*	20	16		ARH PG
MGTU9S1.L#	Thursday	12:05	12:55	1-6, 8-12	C.LTLogie	350	350		MGTMKR UG
MGTU9S1.L#	Tuesday	12:05	12:55	1	C.LTLogie	350	350	Ruth Watkins	MGTMKR UG
MGTU9S1.L#	Wednesday	09:05	09:55	1-6, 8-12	C.LTLogie	350	350		MGTMKR UG
MGTU9S1.S/01	Monday	16:05	16:55	3-6, 8-11	C.A1	42	20		MGTMKR UG
MGTU9S1.S/02	Tuesday	10:05	10:55	3-6, 8-11	C.2V2	30	20		MGTMKR UG
MGTU9S1.S/03	Tuesday	16:05	16:55	3-6, 8-11	C.2B133	24	20		MGTMKR UG
MGTU9S1.S/04	Tuesday	14:05	14:55	3-6, 8-11	C.2V2	30	20		MGTMKR UG
MGTU9S1.S/05	Tuesday	13:05	13:55	3-6, 8-11	C.2X4	32	20		MGTMKR UG
MGTU9S1.S/06	Monday	13:05	13:55	3-6, 8-11	C.2B44	20	20		MGTMKR UG
MGTU9S1.S/07	Wednesday	10:05	10:55	3-6, 8-11	C.2V2	30	20		MGTMKR UG
MGTU9S1.S/08	Monday	16:05	16:55	3-6, 8-11	C.2V2	30	20		MGTMKR UG
MGTU9S1.S/09	Thursday	09:05	09:55	3-6, 8-11	C.2V3	20	20		MGTMKR UG
MGTU9S1.S/10	Thursday	16:05	16:55	3-6, 8-11	C.2V2	30	20		MGTMKR UG
MGTU9S1.S/11	Monday	11:05	11:55	3-6, 8-11	C.2B46	20	20		MGTMKR UG
MGTU9S1.S/12	Wednesday	11:05	11:55	3-6, 8-11	C.2B38	28	20		MGTMKR UG
MGTU9S1.S/13	Friday	10:05	10:55	3-6, 8-11	C.4W6	24	20		MGTMKR UG
MGTU9S1.S/14	Monday	16:05	16:55	3-6, 8-11	C.2A9	26	20		MGTMKR UG
MGTU9S1.S/15	Monday	12:05	12:55	3-6, 8-11	C.2V3	20	20		MGTMKR UG
MGTU9S1.S/16	Monday	14:05	14:55	3-6, 8-11	C.2W5*	20	20		MGTMKR UG
MGTU9S1.S/17	Monday	15:05	15:55	3-6, 8-11	C.2A9	26	20		MGTMKR UG
MGTU9S1.S/18	Tuesday	11:05	11:55	3-6, 8-11	C.2B46	20	20		MGTMKR UG
MGTU9S1.S/19	Tuesday	09:05	09:55	3-6, 8-11	C.2B42	20	20		MGTMKR UG
MGTU9S3.L#	Friday	14:05	14:55	1-6, 8-12	C.LTA3	240	225	Christine Wilson	MGTMWO UG
MGTU9S3.L#	Tuesday	14:05	14:55	1-6, 8-12	C.LTA3	240	225		MGTMWO UG
MGTU9S3.S/01	Wednesday	12:05	12:55	3-5, 8-12	C.2B121#	36	20		MGTMWO UG
MGTU9S3.S/02	Monday	13:05	13:55	3-5, 8-12	C.2B121#	36	20		MGTMWO UG
MGTU9S3.S/03	Monday	12:05	12:55	3-5, 8-12	C.2B121#	36	20		MGTMWO UG
MGTU9S3.S/04	Friday	11:05	11:55	3-5, 8-12	C.A1	42	20		MGTMWO UG
MGTU9S3.S/05	Thursday	16:05	16:55	3-5, 8-12	C.2B85#	60	20		MGTMWO UG
MGTU9S3.S/06	Tuesday	12:05	12:55	3-5, 8-12	C.A1	42	20		MGTMWO UG
MGTU9S3.S/07	Friday	09:05	09:55	3-5, 8-12	C.2B85#	60	20		MGTMWO UG
MGTU9S3.S/08	Thursday	09:05	09:55	3-5, 8-12	C.3B147#	18	18		MGTMWO UG
MGTU9S3.S/09	Tuesday	09:05	09:55	3-5, 8-12	C.2B84#	70	20		MGTMWO UG
MGTU9S3.S/10	Thursday	15:05	15:55	3-5, 8-12	C.2B85#	60	20		MGTMWO UG
MGTU9S3.S/11	Friday	09:05	09:55	3-5, 8-12	C.2B129#	30	20		MGTMWO UG
MGTU9S3.S/12	Monday	15:05	15:55	3-5, 8-12	C.2B88	30	20		MGTMWO UG
MGTU9S3.S/13	Tuesday	15:05	15:55	3-5, 8-12	C.2B85#	60	20		MGTMWO UG
MGTU9S3.S/14	Friday	12:05	12:55	3-5, 8-12	C.A1	42	20		MGTMWO UG
MGTU9S3.S/15	Monday	11:05	11:55	3-5, 8-12	C.2B121#	36	20		MGTMWO UG
MGTU9S3.S/16	Thursday	12:05	12:55	3-5, 8-12	C.2B85#	60	20		MGTMWO UG
MKTP001.L#	Monday	09:05	10:55	2-6, 8-12	C.LTB3	112	60	Julie Tinson	MGTMKR_PG
MKTP001.L#	Thursday	15:05	16:55	2-6, 8-12	C.LTB3	112	60	Julie Tinson	MGTMKR_PG
MKTP002.L#	Friday	09:05	10:55	2-6, 8-12	C.LTA4	237	60		MGTMKR_PG
MKTP002.L#	Tuesday	16:05	17:55	2-6, 8-12	C.LTB3	112	60		MGTMKR_PG
MKTP003.L#	Friday	14:05	15:55	2-6, 8-12	C.LT2V1	142	60	Markus Wohlfei	MGTMKR_PG
MKTP003.L#	Monday	13:05	14:55	3	C.2B84#	70	60	Markus Wohlfei	MGTMKR_PG
